variable,dummyVariable,typeEnd,databaseStart,variableStart,ICES confirmation,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes,,
HWTDBMI_der_cat4,HWTDBMI_der_cat4N/A_Func::bmi_fun_cat_D,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i,  cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i",DerivedVar::HWTDBMI_der_cat4,,N/A,3,4,Overweight,Overweight with BMI between 25 and 30,kg/m2,3,Overweight,Categorical BMI,Categorical body mass index,,,
HWTDBMI_der_cat4,HWTDBMI_der_cat4N/A_Func::bmi_fun_cat_D,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i,  cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i",DerivedVar::HWTDBMI_der_cat4,,N/A,4,4,Obese,Obese with BMI greater than 30,kg/m2,4,Obese,Categorical BMI,Categorical body mass index,,,
HWTDBMI_der_cat4,HWTDBMI_der_cat4N/A_Func::bmi_fun_cat_D,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i,  cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i",DerivedVar::HWTDBMI_der_cat4,,N/A,NA::a,4,not applicable,not applicable,kg/m2,NA::a,not applicable,Categorical BMI,Categorical body mass index,,,
HWTDBMI_der_cat4,HWTDBMI_der_cat4N/A_Func::bmi_fun_cat_D,cat,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i,  cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i",DerivedVar::HWTDBMI_der_cat4,,N/A,NA::b,4,missing,missing,kg/m2,NA::b,missing,Categorical BMI,Categorical body mass index,,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.118,N/A,Height,converted height (3'8 IN - 44 inches),meters,1,3'8 IN - 44 inches,Height,"Height (metres)/self-reported - (D,G)","2001 and 2003 CCHS use inches, values converted to meters to 3 decimal points",,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.143,N/A,Height,converted height (3'9 IN - 45 inches),meters,2,3'9 IN - 45 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.168,N/A,Height,converted height (3'10 IN - 46 inches),meters,3,3'10 IN - 46 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.194,N/A,Height,converted height (3'11 IN - 47 inches),meters,4,3'11 IN - 47 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.219,N/A,Height,converted height (4'0 IN - 48 inches),meters,5,4'0 IN - 48 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.245,N/A,Height,converted height (4'1 IN - 49 inches),meters,6,4'1 IN - 49 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.27,N/A,Height,converted height (4'2 IN - 50 inches),meters,7,4'2 IN - 50 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.295,N/A,Height,converted height (4'3 IN - 51 inches),meters,8,4'3 IN - 51 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.321,N/A,Height,converted height (4'4 IN - 52 inches),meters,9,4'4 IN - 52 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.346,N/A,Height,converted height (4'5 IN - 53 inches),meters,10,4'5 IN - 53 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.372,N/A,Height,converted height (4'6 IN - 54 inches),meters,11,4'6 IN - 54 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.397,N/A,Height,converted height (4'7 IN - 55 inches),meters,12,4'7 IN - 55 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.422,N/A,Height,converted height (4'8 IN - 56 inches),meters,13,4'8 IN - 56 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.448,N/A,Height,converted height (4'9 IN - 57 inches),meters,14,4'9 IN - 57 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.473,N/A,Height,converted height (4'10 IN - 58 inches),meters,15,4'10 IN - 58 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.499,N/A,Height,converted height (4'11 in - 59 inches),meters,16,4'11 in - 59 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.524,N/A,Height,converted height (5'0 IN - 60 inches),meters,17,5'0 IN - 60 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.549,N/A,Height,converted height (5'1 IN - 61 inches),meters,18,5'1 IN - 61 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.575,N/A,Height,converted height (5'2 IN - 62 inches),meters,19,5'2 IN - 62 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.6,N/A,Height,converted height (5'3 IN - 63 inches),meters,20,5'3 IN - 63 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.626,N/A,Height,converted height (5'4 IN - 64 inches),meters,21,5'4 IN - 64 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.651,N/A,Height,converted height (5'5 IN - 65 inches),meters,22,5'5 IN - 65 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.676,N/A,Height,converted height (5'6 IN - 66 inches),meters,23,5'6 IN - 66 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.702,N/A,Height,converted height (5'7 IN - 67 inches),meters,24,5'7 IN - 67 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.727,N/A,Height,converted height (5'8 IN - 68 inches),meters,25,5'8 IN - 68 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.753,N/A,Height,converted height (5'9 IN - 69 inches),meters,26,5'9 IN - 69 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.778,N/A,Height,converted height (5'10 IN - 70 inches),meters,27,5'10 IN - 70 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.803,N/A,Height,converted height (5'11 IN - 71 inches),meters,28,5'11 IN - 71 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.829,N/A,Height,converted height (6'0 IN - 72 inches),meters,29,6'0 IN - 72 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.854,N/A,Height,converted height (6'1 IN - 73 inches),meters,30,6'1 IN - 73 inches,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,1.93,N/A,Height,converted height (6'2 IN+ - 74+ inches),meters,31,6'2 IN+ - 74+ inches,Height,"Height (metres)/self-reported - (D,G)",74+ inches converted to 76 inches,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,NA::a,N/A,not applicable,not applicable,meters,96,not applicable,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,NA::b,N/A,missing,missing,meters,99,not stated (99),Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::HWTAGHT, cchs2003_p::HWTCGHT",,cat,NA::b,N/A,missing,missing,meters,else,else,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::HWTEGHTM, cchs2015_2016_p::HWTDGHTM, cchs2017_2018_p::HWTDGHTM, cchs2009_s::HWTDHTM, cchs2010_s::HWTDHTM, cchs2012_s::HWTDHTM, [HWTGHTM]",,cont,copy,N/A,Height,Height,meters,"[0.914,2.134]",Height,Height,"Height (metres)/self-reported - (D,G)",Height is a reported in meters from 2005 CCHS onwards,,
HWTGHTM,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::HWTEGHTM, cchs2015_2016_p::HWTDGHTM, cchs2017_2018_p::HWTDGHTM, cchs2009_s::HWTDHTM, cchs2010_s::HWTDHTM, cchs2012_s::HWTDHTM, [HWTGHTM]",,cont,NA::a,N/A,not applicable,not applicable,meters,9.996,not applicable,Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::HWTEGHTM, cchs2015_2016_p::HWTDGHTM, cchs2017_2018_p::HWTDGHTM, cchs2009_s::HWTDHTM, cchs2010_s::HWTDHTM, cchs2012_s::HWTDHTM, [HWTGHTM]",,cont,NA::b,N/A,missing,missing,meters,"[9.997,9.999]","don't know (9.997), refusal (9.998), not stated (9.999)",Height,"Height (metres)/self-reported - (D,G)",,,
HWTGHTM,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::HWTEGHTM, cchs2015_2016_p::HWTDGHTM, cchs2017_2018_p::HWTDGHTM, cchs2009_s::HWTDHTM, cchs2010_s::HWTDHTM, cchs2012_s::HWTDHTM, [HWTGHTM]",,cont,NA::b,N/A,missing,missing,meters,else,else,Height,"Height (metres)/self-reported - (D,G)",,,
HWTDHTM,N/A,cont,cchs_2001_i,[HWTADHTM],ICES specific,cont,copy,N/A,Height,Height,meters,"[0.914, 2.134]",Height,Height,Height (metres)/self-reported - (D),,,
HWTDHTM,N/A,cont,cchs_2001_i,[HWTADHTM],ICES specific,cont,NA::a,N/A,Height,Height,meters,9.996,not applicable,Height,Height (metres)/self-reported - (D),,,
HWTDHTM,N/A,cont,cchs_2001_i,[HWTADHTM],ICES specific,cont,NA::b,N/A,Height,Height,meters,"[9.997,9.999]",don't know (9.997); refusal (9.998); not stated (9.999),Height,Height (metres)/self-reported - (D),,,
HWTDHTM,N/A,cont,cchs_2001_i,[HWTADHTM],ICES specific,cont,NA::b,N/A,Height,Height,meters,else,else,Height,Height (metres)/self-reported - (D),,,
HWTDHTM,N/A,cont,"cchs_2003_i, cchs_2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs_2003_i::HWTCDHTM, cchs_2005_i::HWTEDHTM, 2015_2016_i::HWTDVHTM, cchs2017_2018_i::HTWDVHTM, [HWTDHTM]",ICES specific,cont,copy,N/A,Height,Height,meters,"[0.914, 2.134]",Height,Height,Height (metres)/self-reported - (D),,,
HWTDHTM,N/A,cont,"cchs_2003_i, cchs_2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs_2003_i::HWTCDHTM, cchs_2005_i::HWTEDHTM, 2015_2016_i::HWTDVHTM, cchs2017_2018_i::HTWDVHTM, [HWTDHTM]",ICES specific,cont,NA::a,N/A,not applicable,not applicable,meters,9.996,not applicable,Height,Height (metres)/self-reported - (D),,,
HWTDHTM,N/A,cont,"cchs_2003_i, cchs_2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs_2003_i::HWTCDHTM, cchs_2005_i::HWTEDHTM, 2015_2016_i::HWTDVHTM, cchs2017_2018_i::HTWDVHTM, [HWTDHTM]",ICES specific,cont,NA::b,N/A,missing,missing,meters,"[9.997, 9.999]",don't know (9.997); refusal (9.998); not stated (9.999),Height,Height (metres)/self-reported - (D),,,
HWTDHTM,N/A,cont,"cchs_2003_i, cchs_2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs_2003_i::HWTCDHTM, cchs_2005_i::HWTEDHTM, 2015_2016_i::HWTDVHTM, cchs2017_2018_i::HTWDVHTM, [HWTDHTM]",ICES specific,cont,NA::b,N/A,missing,missing,meters,else,else,Height,Height (metres)/self-reported - (D),,,
HWTDWTK,N/A,cont,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, ccsh2015_2016_i, cchs2017_2018_i","cchs2001_i::HWTADWTK, cchs2003_i::HWTCDWTK, cchs2005_i::HWTEDWTK, cchs2015_2016_i::HWTDVWTK, cchs2017_2018_i::HWTDVWTK, [HWTDWTK]",ICES confirmed,cont,copy,N/A,Weight,Weight - kilograms,kg,***,"Weight - kilograms (D, G)",Weight,"Weight - kilograms (D, G)",,,
HWTDWTK,N/A,cont,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, ccsh2015_2016_i, cchs2017_2018_i","cchs2001_i::HWTADWTK, cchs2003_i::HWTCDWTK, cchs2005_i::HWTEDWTK, cchs2015_2016_i::HWTDVWTK, cchs2017_2018_i::HWTDVWTK, [HWTDWTK]",ICES confirmed,cont,NA::a,N/A,not applicable,not applicable,kg,999.96,not applicable,Weight,"Weight - kilograms (D, G)",,,
HWTDWTK,N/A,cont,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, ccsh2015_2016_i, cchs2017_2018_i","cchs2001_i::HWTADWTK, cchs2003_i::HWTCDWTK, cchs2005_i::HWTEDWTK, cchs2015_2016_i::HWTDVWTK, cchs2017_2018_i::HWTDVWTK, [HWTDWTK]",ICES confirmed,cont,NA::b,N/A,missing,missing,kg,"[999.97, 999.99]",don't know (999.97); refusal (999.98); not stated (999.99),Weight,"Weight - kilograms (D, G)",,,
HWTDWTK,N/A,cont,"cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, ccsh2015_2016_i, cchs2017_2018_i","cchs2001_i::HWTADWTK, cchs2003_i::HWTCDWTK, cchs2005_i::HWTEDWTK, cchs2015_2016_i::HWTDVWTK, cchs2017_2018_i::HWTDVWTK, [HWTDWTK]",ICES confirmed,cont,NA::b,N/A,missing,missing,kg,else,else,Weight,"Weight - kilograms (D, G)",,,
pack_years_cat,pack_years_catN/A_Func::pack_years_fun_cat,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,Func::pack_years_fun_cat,N/A,N/A,N/A,pack-years,N/A,N/A,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_1,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,1,8,0,0 pack-years,pack-years,N/A,0 pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_2,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,2,8,0 to 0.01,0 to 0.01 pack-years,pack-years,N/A,0 to 0.01 pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_3,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,3,8,0.01 to 3.0,0.01 to 3.0 pack-years,pack-years,N/A,0.01 to 3.0 pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_4,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,4,8,3.0 to 9.0,3.0 to 9.0 pack-years,pack-years,N/A,3.0 to 9.0 pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_5,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,5,8,9.0 to 16.2,9.0 to 16.2 pack-years,pack-years,N/A,9.0 to 16.2 pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_6,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,6,8,16.2 to 25.7,16.2 to 25.7 pack-years,pack-years,N/A,16.2 to 25.7 pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_7,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,7,8,25.7 to 40.0,25.7 to 40.0 pack-years,pack-years,N/A,25.7 to 40.0 pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_8,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,8,8,40.0+,40.0+ pack-years,pack-years,N/A,40.0+ pack-years,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_NA::a,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,NA::a,8,not applicable,not applicable,pack-years,N/A,not applicable,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_cat,pack_years_cat_cat8_NA::b,cat,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s",DerivedVar::[pack_years_der],,N/A,NA::b,8,missing,missing,pack-years,N/A,missing,Categorical PackYears,Categorical smoking pack-years,,,
pack_years_der,N/A,cont,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","DerivedVar::[SMKDSTY_A, DHHGAGE_cont, time_quit_smoking, SMKG203_cont, SMKG207_cont, SMK_204, SMK_05B, SMK_208, SMK_05C, SMKG01C_cont, SMK_01A]",,N/A,Func::pack_years_fun,N/A,N/A,N/A,pack-years,N/A,N/A,PackYears,Smoking pack-years,PackYears variable derived from various harmonized smoking variables,,
pack_years_der,N/A,cont,"cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","DerivedVar::[SMKDSTY_A, DHHGAGE_cont, time_quit_smoking, SMKG203_cont, SMKG207_cont, SMK_204, SMK_05B, SMK_208, SMK_05C, SMKG01C_cont, SMK_01A]",,N/A,NA::b,N/A,missing,missing,pack-years,N/A,N/A,PackYears,Smoking pack-years,,,
PACFLEI,PACFLEI_cat_cat6_1,cat,"cchs2001_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_i::PACAFLEI, cchs2005_i::PACEFLEI, [PACFLEI]",ICES specific,cat,1,2,Yes,Yes,Leisure physical activity,1,Yes,Leisure phys. activity,Leisure physical activity,,,
PACFLEI,PACFLEI_cat_cat6_2,cat,"cchs2001_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_i::PACAFLEI, cchs2005_i::PACEFLEI, [PACFLEI]",ICES specific,cat,2,2,No,No,Leisure physical activity,2,No,Leisure phys. activity,Leisure physical activity,,,
PACFLEI,PACFLEI_cat_cat6_NA::a,cat,"cchs2001_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_i::PACAFLEI, cchs2005_i::PACEFLEI, [PACFLEI]",ICES specific,cat,NA::a,2,not applicable,not applicable,Leisure physical activity,6,not applicable,Leisure phys. activity,Leisure physical activity,,,
PACFLEI,PACFLEI_cat_cat6_NA::b,cat,"cchs2001_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_i::PACAFLEI, cchs2005_i::PACEFLEI, [PACFLEI]",ICES specific,cat,NA::b,2,missing,missing,Leisure physical activity,"[7,9]",don't know (7); refusal (8); not stated (9) ,Leisure phys. activity,Leisure physical activity,,,
PACFLEI,PACFLEI_cat_cat6_NA::b,cat,"cchs2001_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i","cchs2001_i::PACAFLEI, cchs2005_i::PACEFLEI, [PACFLEI]",ICES specific,cat,NA::b,2,missing,missing,Leisure physical activity,else,else,Leisure phys. activity,Leisure physical activity,,,
RAC_6D,RAC_6D_cat_cat1,cat,"cchs2001_i, cchs2003_i, cchs2005_i","cchs2001_i::RACA_6D, cchs2003_i::RACC_6D, cchs2005_i::RACE_6D",ICES specific,cat,1,2,Yes,Yes,N/A,1,Yes,Help heavy housework,Needs help - heavy housework,,,
